,x,y,"f2(x,y)"
0,1.1365136513651368,1.7805780578057808,0.02334860451369539
1,3.9343934393439346,1.0149014901490148,2.699771552943048e-07
2,-1.5037503750375039,-3.6663666366636662,8.345725888887654e-07
3,0.4596459645964597,0.3316331633163321,0.11055086507590713
4,-3.937593759375938,-2.0142014201420144,2.5340565147722717e-08
5,-1.9437943794379438,2.9438943894389444,-2.2534220116302347e-05
6,-0.3276327632763274,2.34943494349435,-0.0027700917028171497
7,-0.3612361236123611,0.7436743674367436,-0.13561726719882572
8,0.8620862086208625,-2.593459345934593,-0.001275226621122856
9,-3.4143414341434144,3.4223422342234224,-8.281357818759254e-10
10,3.188718871887189,2.3870387038703873,9.79514273471224e-07
11,-2.8894889488948894,-0.6484648464846483,0.0002911357587005537
12,1.2645264526452644,-3.4775477547754776,-4.973730217468253e-06
13,3.5271527152715274,-3.3135313531353137,-7.877889742702619e-10
14,0.5124512451245122,0.1668166816681671,0.06393786210092056
15,0.23562356235623572,3.4263426342634267,6.086917708222275e-06
16,-3.83038303830383,-3.3519351935193518,7.196788740057918e-11
17,2.141414141414142,0.3868386838683868,0.007273048289672914
18,0.854085408540854,3.5711571157115714,4.254814277087406e-06
19,2.828682868286829,-3.2847284728472848,-6.41659762251603e-08
20,0.0500050005000503,-0.8044804480448042,-0.021007407276535685
21,-2.6406640664066403,0.9212921292129215,-0.0009752335480751349
22,-1.8845884588458843,1.3461346134613459,-0.011881112226069203
23,-3.538353835383538,1.813381338133814,-8.746474937531229e-07
24,-0.5780578057805781,-3.835983598359836,6.459288246971834e-07
25,-1.0845084508450844,3.342334233423343,-1.5735985016593093e-05
26,1.5397539753975398,-3.3471347134713474,-6.560617836761434e-06
27,-1.062106210621062,-2.964696469646965,0.00015525118941969794
28,-0.7172717271727174,-0.02760276027602737,0.011826876399358732
29,-3.579157915791579,-3.0983098309830983,2.053108410821508e-09
30,-2.442244224422442,-1.5453545354535452,0.0008898063043620066
31,3.7407740774077407,2.5838583858385844,1.0197344297791677e-08
32,-3.7383738373837385,-1.4933493349334932,5.115303095571008e-07
33,1.9829982998299833,0.6844684468446847,0.016651049164571607
34,0.3468346834683471,-3.387938793879388,-1.0787646870821369e-05
35,1.6285628562856287,-0.3268326832683268,-0.03372062712276969
36,-3.4943494349434943,-3.903190319031903,1.6421475202843755e-11
37,2.878287828782878,0.14601460146014578,0.0001038343073400159
38,-1.7453745374537455,3.804780478047805,-1.6300918333771384e-07
39,-3.7695769576957696,-3.0943094309430945,5.462557982595642e-10
40,0.19641964196419615,-2.6758675867586756,-0.00039285253857677846
41,-3.327132713271327,-1.4949494949494948,8.289816082498904e-06
42,-1.446944694469447,-0.5836583658365835,0.07402952579685951
43,-1.3877387738773876,2.2054205420542052,-0.003444058116016198
44,-0.9204920492049204,2.18941894189419,-0.007154085790124366
45,2.741474147414742,2.4182418241824184,1.0417354108143855e-05
46,-0.06760676067606752,1.3973397339733973,-0.013345099259327206
47,1.7341734173417347,-0.5828582858285829,-0.03556612855655724
48,-2.7414741474147415,-0.9796979697969794,0.0005600392003042869
49,1.991799179917992,3.128712871287129,6.613165212816809e-06
50,-0.33323332333233324,-1.3557355735573555,0.06433627907094916
51,-0.6684668466846682,1.6525652565256523,-0.04603931618292396
52,-3.246324632463246,1.1165116511651165,-2.760567515688889e-05
53,-1.498949894989499,2.4030403040304034,-0.001182701596830071
54,-2.531053105310531,3.536753675367537,-5.461202975463606e-08
55,0.04680468046804709,-2.4174417441744174,-0.0003270892511068818
56,-0.07560756075607555,-2.064606460646065,0.002186232143969964
57,-1.4973497349734974,0.5732573257325733,-0.06565089362881056
58,3.748774877487749,-1.526952695269527,-4.3837353011751806e-07
59,-1.2925292529252923,0.6868686868686869,-0.10420119851577177
60,-0.08200820082008198,-3.135913591359136,1.369205424012814e-05
61,0.9492949294929494,-1.3589358935893587,-0.0826449619379133
62,3.447144714471447,-3.1127112711271128,-4.592975651824409e-09
63,3.877587758775878,2.0414041404140413,3.6201453475512865e-08
64,-1.3325332533253325,-3.480748074807481,4.299882056138253e-06
65,0.8220822082208219,0.7580758075807585,0.17846105972229628
66,0.9252925292529257,-3.0367036703670367,-0.00011802569750104895
67,2.244624462446245,-2.549454945494549,-5.580530188863603e-05
68,-0.598859885988599,-0.5420542054205417,0.1690479597798764
69,0.38443844384438464,2.8654865486548653,0.0002581319902472504
70,3.463146314631463,-2.7286728672867286,-3.4131499636001604e-08
71,-1.5317531753175317,-2.855085508550855,0.00012069228961221343
72,1.9349934993499351,-3.9743974397439743,-2.5108541862050543e-08
73,-0.20122012201220096,3.711971197119712,-7.441579799526442e-07
74,-2.5214521452145213,-1.8413841384138414,0.00027108884643509617
75,-1.4253425342534252,1.6989698969896994,-0.01770929268673851
76,0.16201620162016184,-0.3084308430843081,-0.04425905013588998
77,-0.7844784478447844,3.2263226322632264,-4.1245961312890275e-05
78,-3.3535353535353534,3.5871587158715874,-4.052441234822756e-10
79,-0.5212521252125213,-1.9149914991499148,0.01943451898248025
80,-3.086308630863086,1.05010501050105,-7.85201270963199e-05
81,-1.9645964596459646,-3.084708470847085,9.413915554693709e-06
82,1.2077207720772076,-2.7006700670067003,-0.0005157061481147931
83,2.0582058205820584,-0.7884788478847882,-0.01260420047270729
84,0.9564956495649568,3.532753275327533,5.144249141630415e-06
85,0.05960596059605994,-0.006800680068006493,-0.0004039047474267607
86,-3.0223022302230222,-2.0166016601660166,1.1267811808306861e-05
87,3.565556555655566,2.9174917491749177,6.2987965684349875e-09
88,3.236723672367237,-1.8557855785578559,-5.4089772015288975e-06
89,3.1431143114311437,3.14951495149515,2.4956053479055113e-08
90,1.5829582958295836,1.766976697669767,0.010057887009653502
91,-0.6996699669966997,2.638263826382638,-0.0010733190111218826
92,3.5303530353035306,2.128612861286129,3.12857862669535e-07
93,-2.719071907190719,3.7223722372237225,-5.980537834092642e-09
94,-3.651165116511651,0.9612961296129612,-2.261406936055271e-06
95,2.8086808680868085,-0.5732573257325733,-0.0004346289727109338
96,2.920692069206921,1.7213721372137218,5.1258870462830955e-05
