,x,f0(x)
0,-10.0,100.0
1,-9.797979797979798,96.00040812162024
2,-9.595959595959595,92.08244056728904
3,-9.393939393939394,88.24609733700643
4,-9.191919191919192,84.49137843077237
5,-8.98989898989899,80.81828384858687
6,-8.787878787878787,77.22681359044994
7,-8.585858585858587,73.7169676563616
8,-8.383838383838384,70.2887460463218
9,-8.181818181818182,66.94214876033058
10,-7.979797979797979,63.67717579838791
11,-7.777777777777778,60.49382716049382
12,-7.575757575757576,57.39210284664831
13,-7.373737373737374,54.37200285685134
14,-7.171717171717171,51.43352719110294
15,-6.96969696969697,48.576675849403124
16,-6.767676767676768,45.80144883175187
17,-6.565656565656566,43.10784613814917
18,-6.363636363636363,40.49586776859504
19,-6.161616161616162,37.96551372308948
20,-5.959595959595959,35.51678400163248
21,-5.757575757575758,33.149678604224064
22,-5.555555555555555,30.864197530864196
23,-5.353535353535354,28.660340781552907
24,-5.151515151515151,26.538108356290174
25,-4.94949494949495,24.497500255076016
26,-4.747474747474747,22.538516477910417
27,-4.545454545454546,20.661157024793393
28,-4.343434343434343,18.865421895724925
29,-4.141414141414142,17.151311090705033
30,-3.9393939393939394,15.5188246097337
31,-3.737373737373738,13.96796245281094
32,-3.5353535353535355,12.498724619936741
33,-3.333333333333333,11.111111111111109
34,-3.1313131313131315,9.80512192633405
35,-2.929292929292929,8.58075706560555
36,-2.7272727272727275,7.438016528925621
37,-2.525252525252525,6.376900316294255
38,-2.3232323232323235,5.39740842771146
39,-2.121212121212121,4.499540863177226
40,-1.9191919191919187,3.68329762269156
41,-1.717171717171718,2.9486787062544666
42,-1.5151515151515156,2.295684113865933
43,-1.3131313131313131,1.7243138455259668
44,-1.1111111111111107,1.234567901234567
45,-0.9090909090909101,0.8264462809917373
46,-0.7070707070707076,0.4999489847974704
47,-0.5050505050505052,0.2550760126517704
48,-0.30303030303030276,0.09182736455463712
49,-0.10101010101010033,0.010203040506070672
50,0.10101010101010033,0.010203040506070672
51,0.30303030303030276,0.09182736455463712
52,0.5050505050505052,0.2550760126517704
53,0.7070707070707076,0.4999489847974704
54,0.9090909090909083,0.8264462809917341
55,1.1111111111111107,1.234567901234567
56,1.3131313131313131,1.7243138455259668
57,1.5151515151515156,2.295684113865933
58,1.7171717171717162,2.948678706254461
59,1.9191919191919187,3.68329762269156
60,2.121212121212121,4.499540863177226
61,2.3232323232323235,5.39740842771146
62,2.525252525252524,6.37690031629425
63,2.7272727272727266,7.438016528925616
64,2.929292929292929,8.58075706560555
65,3.1313131313131315,9.80512192633405
66,3.333333333333334,11.111111111111114
67,3.5353535353535346,12.498724619936736
68,3.737373737373737,13.967962452810935
69,3.9393939393939394,15.5188246097337
70,4.141414141414142,17.151311090705033
71,4.3434343434343425,18.865421895724918
72,4.545454545454545,20.661157024793383
73,4.747474747474747,22.538516477910417
74,4.94949494949495,24.497500255076016
75,5.1515151515151505,26.538108356290163
76,5.353535353535353,28.660340781552897
77,5.555555555555555,30.864197530864196
78,5.757575757575758,33.149678604224064
79,5.9595959595959584,35.51678400163247
80,6.161616161616163,37.965513723089494
81,6.363636363636363,40.49586776859504
82,6.565656565656564,43.10784613814915
83,6.767676767676768,45.80144883175187
84,6.969696969696969,48.57667584940311
85,7.171717171717173,51.43352719110297
86,7.373737373737374,54.37200285685134
87,7.575757575757574,57.39210284664828
88,7.777777777777779,60.49382716049384
89,7.979797979797979,63.67717579838791
90,8.18181818181818,66.94214876033055
91,8.383838383838384,70.2887460463218
92,8.585858585858585,73.71696765636158
93,8.787878787878789,77.22681359044998
94,8.98989898989899,80.81828384858687
95,9.19191919191919,84.49137843077234
96,9.393939393939394,88.24609733700643
97,9.595959595959595,92.08244056728904
98,9.7979797979798,96.00040812162027
99,10.0,100.0
