,x,f3(x)
0,-500.0,9.554720955895708e-15
1,-498.998998998999,0.12545803018029952
2,-497.99799799799797,0.24893355446690296
3,-496.996996996997,0.36847539481025515
4,-495.995995995996,0.4821945338020536
5,-494.994994994995,0.5882939652008057
6,-493.99399399399397,0.6850970904837873
7,-492.992992992993,0.7710742126987266
8,-491.991991991992,0.84486670895582
9,-490.990990990991,0.9053084995825957
10,-489.98998998998997,0.9514444746831785
11,-488.988988988989,0.982545586922629
12,-487.987987987988,0.9981203720381463
13,-486.986986986987,0.9979227150282431
14,-485.98598598598596,0.981955739297506
15,-484.984984984985,0.9504717573001102
16,-483.983983983984,0.9039682834620169
17,-482.982982982983,0.8431801723862227
18,-481.98198198198196,0.769068006574312
19,-480.980980980981,0.682802917163188
20,-479.97997997998,0.5857480775418373
21,-478.978978978979,0.47943716228881283
22,-477.97797797797796,0.3655501118252147
23,-476.97697697697697,0.2458865857538516
24,-475.975975975976,0.12233752437845752
25,-474.974974974975,-0.0031447322077300098
26,-473.97397397397395,-0.12857729528187048
27,-472.97297297297297,-0.25197806138512113
28,-471.971971971972,-0.3713970338075652
29,-470.97097097097094,-0.4849471367174922
30,-469.96996996996995,-0.5908340350059572
31,-468.96896896896897,-0.6873844886291155
32,-467.967967967968,-0.7730727933887184
33,-466.966966966967,-0.8465448903300616
34,-465.96596596596595,-0.9066397627768937
35,-464.96496496496496,-0.9524077828844528
36,-463.963963963964,-0.9831257177957052
37,-462.96296296296293,-0.9983081582712686
38,-461.96196196196195,-0.997715189196261
39,-460.96096096096096,-0.9813561807535592
40,-459.95995995996,-0.9494896403548125
41,-458.95895895895893,-0.9026191276690294
42,-457.95795795795794,-0.8414852973000476
43,-456.95695695695696,-0.767054194855595
44,-455.955955955956,-0.6805019913552526
45,-454.9549549549549,-0.5831963972062669
46,-453.95395395395394,-0.4766750494464258
47,-452.95295295295296,-0.3626212137816641
48,-451.95195195195197,-0.24283718537859017
49,-450.9509509509509,-0.11921580873616829
50,-449.94994994994994,0.006289433316066811
51,-448.94894894894895,0.13169528883562373
52,-447.94794794794797,0.2550200764003047
53,-446.9469469469469,0.374314999924021
54,-445.94594594594594,0.4876949438136375
55,-444.94494494494495,0.5933682618376181
56,-443.94394394394396,0.6896650889782607
57,-442.9429429429429,0.7750637288796012
58,-441.94194194194193,0.8482146999128026
59,-440.94094094094095,0.9079620598795439
60,-439.9399399399399,0.9533616723774301
61,-438.9389389389389,0.9836961261796108
62,-437.93793793793793,0.9984860718705227
63,-436.93693693693695,0.9974977965944993
